Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) N5_1,Coverage (%) N5_2,Coverage (%) N5_3,Coverage (%) N6_1,Coverage (%) N6_2,Coverage (%) N6_3,Coverage (%) T2_1,Coverage (%) T2_2,Coverage (%) T2_3,Coverage (%) T4_1,Coverage (%) T4_2,Coverage (%) T4_3,Area N5_1,Area N5_2,Area N5_3,Area N6_1,Area N6_2,Area N6_3,Area T2_1,Area T2_2,Area T2_3,Area T4_1,Area T4_2,Area T4_3,#Peptides,#Unique,#Spec N5_1,#Spec N5_2,#Spec N5_3,#Spec N6_1,#Spec N6_2,#Spec N6_3,#Spec T2_1,#Spec T2_2,#Spec T2_3,#Spec T4_1,#Spec T4_2,#Spec T4_3,PTM,Avg. Mass,Description
903,1438,Q9NPE3|NOP10_HUMAN,121.09,59,20,17,20,20,34,20,45,34,20,20,17,34,2.5379E3,2.4912E3,2.613E3,2.329E3,3.6025E3,3.2656E3,4.5379E3,5.206E3,3.4132E3,2.483E3,4.9177E2,3.2006E3,4,4,2,2,2,2,4,3,4,5,2,2,1,4,Carbamidomethylation,7706,H/ACA ribonucleoprotein complex subunit 3 OS=Homo sapiens OX=9606 GN=NOP10 PE=1 SV=1
1411,1083,Q9Y617|SERC_HUMAN,120.94,14,0,0,0,3,0,0,0,0,0,10,3,6,,,,2.2102E2,,,,,,1.2424E3,3.2839E2,1.075E3,4,4,0,0,0,1,0,0,0,0,0,3,1,2,Carbamidomethylation,40423,Phosphoserine aminotransferase OS=Homo sapiens OX=9606 GN=PSAT1 PE=1 SV=2
1257,1164,Q9BVG4|PBDC1_HUMAN,120.81,16,0,5,0,0,0,0,12,5,7,9,5,5,,0,,,,,6.7357E2,3.2329E2,1.9717E2,8.889E2,4.6911E2,6.1581E2,3,3,0,1,0,0,0,0,3,2,1,2,1,1,Carbamidomethylation,26057,Protein PBDC1 OS=Homo sapiens OX=9606 GN=PBDC1 PE=1 SV=1
1230,3242,O43504|LTOR5_HUMAN,120.57,59,22,22,0,59,22,22,22,22,22,22,22,22,7.8368E2,8.3074E2,,1.5355E3,1.6174E3,1.5197E3,1.7383E3,1.9285E3,2.147E3,1.2785E3,3.5286E2,1.3907E3,2,2,1,1,0,2,1,1,1,1,1,2,1,1,Carbamidomethylation; Acetylation (Protein N-term),9614,Ragulator complex protein LAMTOR5 OS=Homo sapiens OX=9606 GN=LAMTOR5 PE=1 SV=1
1167,1144,Q9Y608|LRRF2_HUMAN,120.55,6,3,3,3,2,2,2,2,2,2,2,0,0,1.8215E2,3.4157E2,0,6.3682E2,1.8109E2,6.4867E2,1.0949E2,1.683E2,1.6707E2,2.3948E2,,,3,3,3,2,2,2,1,1,1,1,1,1,0,0,,82171,Leucine-rich repeat flightless-interacting protein 2 OS=Homo sapiens OX=9606 GN=LRRFIP2 PE=1 SV=1
1014,1208,P24468|COT2_HUMAN,120.42,13,2,2,2,2,5,5,2,5,2,8,2,5,1.3489E3,1.4004E3,1.078E3,1.0936E3,1.4281E3,1.5062E3,7.3557E2,8.8997E2,7.9089E2,1.3681E3,9.136E2,1.489E3,4,4,1,1,2,2,2,3,2,3,1,3,2,2,Carbamidomethylation,45571,COUP transcription factor 2 OS=Homo sapiens OX=9606 GN=NR2F2 PE=1 SV=1
979,1409,Q969H8|MYDGF_HUMAN,120.16,21,0,0,0,5,14,14,12,0,5,14,21,14,,,,6.9663E2,1.269E3,1.1411E3,9.2785E2,,2.117E2,1.9432E3,1.2231E3,2.1907E3,3,3,0,0,0,1,4,3,3,0,1,4,4,6,,18795,Myeloid-derived growth factor OS=Homo sapiens OX=9606 GN=MYDGF PE=1 SV=1
1150,1180,Q9NYL9|TMOD3_HUMAN,120.01,12,3,3,3,3,3,10,7,12,7,3,0,0,1.2214E3,1.0282E3,1.1479E3,9.198E2,8.6914E2,4.1305E2,1.3221E3,1.5432E3,1.536E3,0,,,3,3,1,1,1,1,1,2,2,3,3,1,0,0,,39595,Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1
969,1483,Q99497|PARK7_HUMAN,119.70,16,0,8,16,8,16,8,8,16,8,16,8,8,,1.5697E2,4.3361E2,5.4053E2,7.9076E2,4.8125E2,7.1637E2,1.244E3,6.7698E2,1.5536E3,3.4775E2,1.2627E3,2,2,0,3,2,2,2,1,3,6,2,3,1,2,Carbamidomethylation,19891,Parkinson disease protein 7 OS=Homo sapiens OX=9606 GN=PARK7 PE=1 SV=2
1330,1296,P31939|PUR9_HUMAN,119.58,7,0,0,0,0,0,0,0,1,0,6,0,6,,,,,,,,8.9293E1,,7.1161E2,,6.4464E2,3,3,0,0,0,0,0,0,0,1,0,4,0,4,Carbamidomethylation,64616,Bifunctional purine biosynthesis protein ATIC OS=Homo sapiens OX=9606 GN=ATIC PE=1 SV=3
1380,3222,Q9Y6H1|CHCH2_HUMAN,119.48,27,9,9,9,0,19,0,0,9,9,19,0,19,2.5678E2,1.6671E2,2.4748E2,,1.7533E2,,,2.0496E2,1.915E2,2.084E2,,2.3106E2,2,2,1,1,1,0,1,0,0,1,1,1,0,1,Carbamidomethylation,15513,Coiled-coil-helix-coiled-coil-helix domain-containing protein 2 OS=Homo sapiens OX=9606 GN=CHCHD2 PE=1 SV=1
1380,3223,Q5T1J5|CHCH9_HUMAN,119.48,27,9,9,9,0,19,0,0,9,9,19,0,19,2.5678E2,1.6671E2,2.4748E2,,1.7533E2,,,2.0496E2,1.915E2,2.084E2,,2.3106E2,2,2,1,1,1,0,1,0,0,1,1,1,0,1,Carbamidomethylation,15490,Putative coiled-coil-helix-coiled-coil-helix domain-containing protein CHCHD2P9  mitochondrial OS=Homo sapiens OX=9606 GN=CHCHD2P9 PE=5 SV=1
951,3360,P62877|RBX1_HUMAN,119.25,18,18,18,18,17,18,18,18,18,18,18,0,18,8.3944E2,9.0852E2,1.1814E3,6.3961E2,1.1435E3,1.143E3,6.8009E2,8.7505E2,2.3668E2,9.3565E2,,1.1878E3,2,2,3,3,5,1,3,3,3,3,1,2,0,2,Acetylation (Protein N-term),12274,E3 ubiquitin-protein ligase RBX1 OS=Homo sapiens OX=9606 GN=RBX1 PE=1 SV=1
1205,1422,Q92908|GATA6_HUMAN,118.88,7,7,4,4,3,3,0,2,0,0,0,0,0,1.2023E3,4.4919E2,6.6462E2,1.8344E2,2.1319E2,,0,,,,,,3,3,4,2,2,2,3,0,1,0,0,0,0,0,Carbamidomethylation,60033,Transcription factor GATA-6 OS=Homo sapiens OX=9606 GN=GATA6 PE=1 SV=2
1134,905,P46459|NSF_HUMAN,118.74,8,4,3,1,2,2,2,0,0,0,3,3,2,1.9224E3,1.6086E3,5.4455E2,1.1456E3,9.808E2,9.3244E2,,,,1.4298E3,6.45E2,1.0649E3,5,5,3,2,2,1,2,1,0,0,0,3,2,1,Carbamidomethylation,82594,Vesicle-fusing ATPase OS=Homo sapiens OX=9606 GN=NSF PE=1 SV=3
1080,1312,Q8N9M1|CS047_HUMAN,118.64,12,9,5,9,5,5,12,5,5,5,5,0,5,8.933E2,4.3324E2,8.5495E2,3.3007E2,2.5617E2,4.5063E2,2.9049E2,1.3896E2,3.3755E2,4.052E2,,7.2616E2,3,3,2,1,2,2,1,5,1,2,1,2,0,1,Carbamidomethylation,44746,Uncharacterized protein C19orf47 OS=Homo sapiens OX=9606 GN=C19orf47 PE=1 SV=1
1157,997,P49721|PSB2_HUMAN,118.34,26,7,7,0,11,5,5,7,7,0,17,0,26,6.5713E2,1.8957E2,,9.8314E2,2.3053E2,2.3023E2,3.8308E2,1.3896E2,,1.8701E3,,2.3294E3,4,4,1,1,0,2,1,2,1,1,0,3,0,4,Carbamidomethylation,22836,Proteasome subunit beta type-2 OS=Homo sapiens OX=9606 GN=PSMB2 PE=1 SV=1
1529,1485,O95400|CD2B2_HUMAN,118.24,10,0,0,0,0,0,0,0,0,0,6,4,6,,,,,,,,,,4.9054E2,4.9633E2,4.5277E2,2,2,0,0,0,0,0,0,0,0,0,2,1,1,,37646,CD2 antigen cytoplasmic tail-binding protein 2 OS=Homo sapiens OX=9606 GN=CD2BP2 PE=1 SV=1
1225,1334,Q9UNE7|CHIP_HUMAN,118.10,12,4,4,4,0,0,0,9,4,12,4,0,0,0,5.3229E2,2.157E2,,,,1.0572E3,1.0128E3,1.4072E3,3.7313E2,,,3,3,2,2,1,0,0,0,3,1,3,1,0,0,,34856,E3 ubiquitin-protein ligase CHIP OS=Homo sapiens OX=9606 GN=STUB1 PE=1 SV=2
1220,969,Q9UBU9|NXF1_HUMAN,118.02,9,4,2,4,0,0,1,0,0,0,4,0,4,6.2772E2,4.1176E2,2.926E2,,,0,,,,4.0142E2,,4.706E2,5,5,2,1,3,0,0,1,0,0,0,3,0,3,,70182,Nuclear RNA export factor 1 OS=Homo sapiens OX=9606 GN=NXF1 PE=1 SV=1
1143,2223,O75390|CISY_HUMAN,117.93,6,0,0,0,0,6,6,6,6,2,6,2,6,,,,,6.552E2,6.928E2,1.4505E3,1.3845E3,8.7955E2,1.1856E3,7.6425E2,1.1946E3,2,2,0,0,0,0,2,3,3,2,1,2,1,3,,51712,Citrate synthase  mitochondrial OS=Homo sapiens OX=9606 GN=CS PE=1 SV=2
1249,1450,Q9Y6C9|MTCH2_HUMAN,117.81,14,0,0,0,0,0,0,0,4,0,7,7,14,,,,,,,,5.3209E2,,2.3316E3,1.519E3,2.2296E3,3,3,0,0,0,0,0,0,0,1,0,4,3,4,Carbamidomethylation,33331,Mitochondrial carrier homolog 2 OS=Homo sapiens OX=9606 GN=MTCH2 PE=1 SV=1
1360,1302,Q13610|PWP1_HUMAN,117.76,9,0,3,0,0,0,3,0,0,3,3,3,9,,1.9662E2,,,,2.0466E2,,,2.3261E2,3.7175E2,8.0499E1,1.1961E3,3,3,0,1,0,0,0,1,0,0,1,1,1,3,Carbamidomethylation,55828,Periodic tryptophan protein 1 homolog OS=Homo sapiens OX=9606 GN=PWP1 PE=1 SV=1
1338,1413,P43487|RANG_HUMAN,117.61,16,0,4,0,0,0,0,12,5,6,0,0,0,,9.9472E2,,,,,1.59E3,5.5711E2,1.071E3,,,,4,4,0,1,0,0,0,0,5,1,2,0,0,0,,23310,Ran-specific GTPase-activating protein OS=Homo sapiens OX=9606 GN=RANBP1 PE=1 SV=1
1298,1210,O94989|ARHGF_HUMAN,117.57,5,1,3,0,0,0,0,0,1,3,2,2,4,0,0,,,,,,0,2.007E2,2.6956E2,0,6.9296E2,3,3,1,2,0,0,0,0,0,1,2,1,1,2,Acetylation (Protein N-term),91940,Rho guanine nucleotide exchange factor 15 OS=Homo sapiens OX=9606 GN=ARHGEF15 PE=1 SV=4
1268,1318,P17544|ATF7_HUMAN,117.37,9,6,2,0,0,2,0,9,4,4,0,0,0,4.6066E2,1.2922E2,,,1.0457E2,,5.9737E2,5.5054E2,3.4176E2,,,,3,3,3,1,0,0,1,0,3,1,2,0,0,0,,51757,Cyclic AMP-dependent transcription factor ATF-7 OS=Homo sapiens OX=9606 GN=ATF7 PE=1 SV=3
1154,1546,Q9UKL0|RCOR1_HUMAN,117.21,6,6,2,6,2,6,0,0,0,2,3,0,3,1.0808E3,9.5223E2,1.7063E3,2.3995E2,1.4572E3,,,,4.6232E2,0,,5.4794E2,2,2,3,2,2,3,3,0,0,0,1,1,0,1,,53327,REST corepressor 1 OS=Homo sapiens OX=9606 GN=RCOR1 PE=1 SV=2
1180,1141,Q9GZL7|WDR12_HUMAN,116.71,13,8,2,3,7,7,0,0,5,5,7,0,5,8.0089E2,3.7407E2,4.2879E2,1.0159E3,5.8763E2,,,3.5021E2,4.0154E2,1.1703E3,,8.0967E2,4,4,2,1,1,2,2,0,0,1,1,4,0,1,,47708,Ribosome biogenesis protein WDR12 OS=Homo sapiens OX=9606 GN=WDR12 PE=1 SV=2
1211,1594,Q9BS26|ERP44_HUMAN,116.53,5,2,5,2,0,3,3,0,3,3,3,0,3,1.0359E3,1.067E3,1.1825E3,,1.5998E2,1.306E2,,1.1537E2,1.2492E2,1.5901E2,,1.8064E2,2,2,1,2,2,0,2,1,0,1,2,1,0,1,Carbamidomethylation,46971,Endoplasmic reticulum resident protein 44 OS=Homo sapiens OX=9606 GN=ERP44 PE=1 SV=1
1600,1453,Q9NYH9|UTP6_HUMAN,116.38,5,0,0,0,0,0,0,3,3,0,0,0,2,,,,,,,1.4387E2,1.4187E2,,,,5.1559E2,2,2,0,0,0,0,0,0,1,1,0,0,0,1,,70194,U3 small nucleolar RNA-associated protein 6 homolog OS=Homo sapiens OX=9606 GN=UTP6 PE=1 SV=2
803,1398,P14174|MIF_HUMAN,116.32,36,17,17,17,17,17,17,17,17,17,36,17,17,2.7355E3,2.797E3,3.1342E3,6.6064E3,6.3774E3,6.108E3,7.0864E3,5.0756E3,7.099E3,1.0799E4,5.7512E3,1.0913E4,3,3,2,5,5,3,3,4,3,5,3,4,4,3,Carbamidomethylation,12476,Macrophage migration inhibitory factor OS=Homo sapiens OX=9606 GN=MIF PE=1 SV=4
1133,1005,Q15059|BRD3_HUMAN,116.29,9,2,1,3,3,2,0,0,3,0,1,1,4,,,,0,,,,,,,,8.7293E1,5,2,3,1,2,2,3,0,0,2,0,1,1,2,Carbamidomethylation,79542,Bromodomain-containing protein 3 OS=Homo sapiens OX=9606 GN=BRD3 PE=1 SV=1
1341,1235,Q9UKS6|PACN3_HUMAN,116.27,9,0,3,3,0,0,0,3,6,6,0,0,0,,3.9288E2,4.3926E2,,,,1.5107E2,5.8685E2,7.7571E2,,,,3,3,0,1,2,0,0,0,1,2,2,0,0,0,,48487,Protein kinase C and casein kinase substrate in neurons protein 3 OS=Homo sapiens OX=9606 GN=PACSIN3 PE=1 SV=2
1362,1306,Q96TC7|RMD3_HUMAN,116.19,9,0,0,0,0,0,0,0,0,0,9,2,7,,,,,,,,,,1.487E3,3.3239E2,4.5597E2,3,3,0,0,0,0,0,0,0,0,0,5,1,2,,52118,Regulator of microtubule dynamics protein 3 OS=Homo sapiens OX=9606 GN=RMDN3 PE=1 SV=2
1333,925,P51858|HDGF_HUMAN,115.37,34,0,0,0,0,4,0,0,0,0,30,4,22,,,,,1.1435E3,,,,,1.2667E3,7.5524E2,1.3871E3,5,4,0,0,0,0,1,0,0,0,0,4,1,3,,26788,Hepatoma-derived growth factor OS=Homo sapiens OX=9606 GN=HDGF PE=1 SV=1
1418,1276,P30153|2AAA_HUMAN,115.17,7,0,0,0,0,0,2,2,0,0,7,0,2,,,,,,2.1814E2,2.5795E2,,,2.2136E3,,4.6051E2,3,3,0,0,0,0,0,1,1,0,0,4,0,1,Carbamidomethylation,65309,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens OX=9606 GN=PPP2R1A PE=1 SV=4
963,5327,P62328|TYB4_HUMAN,115.13,32,32,32,32,32,32,0,32,32,32,32,25,32,2.4817E3,2.0452E3,1.9829E3,3.2616E3,1.8296E3,,7.5286E3,8.1203E3,8.5447E3,7.5668E3,3.2565E2,7.6503E3,2,2,1,1,1,2,1,0,4,4,4,4,1,5,Acetylation (Protein N-term),5053,Thymosin beta-4 OS=Homo sapiens OX=9606 GN=TMSB4X PE=1 SV=2
1586,1500,Q9UHB7|AFF4_HUMAN,114.41,2,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,7.7345E1,,5.4133E2,2,2,0,0,0,0,0,0,0,0,0,1,0,2,,127459,AF4/FMR2 family member 4 OS=Homo sapiens OX=9606 GN=AFF4 PE=1 SV=1
1107,1003,Q02790|FKBP4_HUMAN,114.17,7,3,3,3,5,5,5,0,3,0,3,5,5,3.6338E2,3.4456E2,4.9119E2,6.5996E2,6.4279E2,2.4996E3,,3.2772E2,,5.5703E2,3.6017E2,1.3248E3,3,3,1,1,1,3,2,2,0,1,0,2,3,2,Carbamidomethylation,51805,Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens OX=9606 GN=FKBP4 PE=1 SV=3
934,5344,P62891|RL39_HUMAN,113.19,24,20,20,20,20,20,20,24,24,24,20,0,20,5.2561E3,3.8817E3,3.6652E3,2.6635E3,2.9754E3,2.878E3,1.2978E4,1.2969E4,9.8291E3,7.3786E2,,8.0878E2,2,2,3,2,2,2,2,2,5,4,4,2,0,2,,6407,60S ribosomal protein L39 OS=Homo sapiens OX=9606 GN=RPL39 PE=1 SV=2
934,5345,Q59GN2|R39L5_HUMAN,113.19,24,20,20,20,20,20,20,24,24,24,20,0,20,5.2561E3,3.8817E3,3.6652E3,2.6635E3,2.9754E3,2.878E3,1.2978E4,1.2969E4,9.8291E3,7.3786E2,,8.0878E2,2,2,3,2,2,2,2,2,5,4,4,2,0,2,,6323,Putative 60S ribosomal protein L39-like 5 OS=Homo sapiens OX=9606 GN=RPL39P5 PE=5 SV=2
937,1356,Q96EY1|DNJA3_HUMAN,112.92,8,8,8,8,3,3,3,6,3,3,3,2,6,2.2676E3,2.4797E3,3.5469E3,5.3849E2,5.3162E2,3.9104E2,1.2531E3,5.8618E2,6.3495E2,8.7637E2,2.6733E2,7.0466E2,3,3,4,4,4,2,1,1,3,4,2,2,1,2,Carbamidomethylation,52489,DnaJ homolog subfamily A member 3  mitochondrial OS=Homo sapiens OX=9606 GN=DNAJA3 PE=1 SV=2
1458,1434,P10768|ESTD_HUMAN,112.79,15,0,0,0,0,0,0,0,0,0,15,0,6,,,,,,,,,,1.5796E3,,4.6514E2,3,3,0,0,0,0,0,0,0,0,0,5,0,1,Carbamidomethylation,31463,S-formylglutathione hydrolase OS=Homo sapiens OX=9606 GN=ESD PE=1 SV=2
1003,1638,O95104|SCAF4_HUMAN,112.72,2,2,2,2,1,0,0,2,2,2,2,0,2,1.0833E3,1.1525E3,6.4291E2,3.6406E2,,,2.849E2,3.6032E2,4.115E2,3.5448E2,,7.8E2,2,2,4,3,3,1,0,0,3,2,2,3,0,3,,125869,SR-related and CTD-associated factor 4 OS=Homo sapiens OX=9606 GN=SCAF4 PE=1 SV=3
1011,1308,Q14694|UBP10_HUMAN,111.99,5,2,2,2,0,2,2,3,2,3,4,2,3,7.7622E2,6.4271E2,7.4433E2,,3.0756E2,4.1223E2,9.6557E2,8.1661E2,9.1E2,1.3187E3,3.3442E2,1.5422E3,3,3,1,1,3,0,2,2,3,1,4,2,2,3,,87134,Ubiquitin carboxyl-terminal hydrolase 10 OS=Homo sapiens OX=9606 GN=USP10 PE=1 SV=2
1267,1219,O94979|SC31A_HUMAN,111.78,3,0,0,0,1,0,0,1,0,0,2,0,3,,,,2.942E2,,,2.7681E2,,,8.9115E2,,1.1297E3,3,3,0,0,0,2,0,0,2,0,0,4,0,3,Carbamidomethylation,133015,Protein transport protein Sec31A OS=Homo sapiens OX=9606 GN=SEC31A PE=1 SV=3
995,1278,O43852|CALU_HUMAN,111.60,11,4,4,0,11,11,4,8,8,8,8,0,4,4.5332E2,4.883E2,,1.1786E3,8.2593E2,5.5144E2,1.2043E3,1.1705E3,1.2252E3,6.9257E2,,3.4087E2,3,3,1,1,0,5,3,2,2,3,4,3,0,1,,37107,Calumenin OS=Homo sapiens OX=9606 GN=CALU PE=1 SV=2
1098,2690,Q8N567|ZCHC9_HUMAN,111.36,9,5,5,5,5,9,5,5,5,5,5,0,5,2.6863E2,2.4578E2,2.6055E2,2.7518E2,1.9613E2,2.2247E2,1.6721E2,1.4797E2,1.7041E2,1.3776E2,,2.2274E2,2,2,1,1,1,2,3,2,1,1,3,2,0,2,,30477,Zinc finger CCHC domain-containing protein 9 OS=Homo sapiens OX=9606 GN=ZCCHC9 PE=1 SV=2
1348,1335,P52209|6PGD_HUMAN,111.28,8,0,0,0,0,0,0,0,0,0,8,4,4,,,,,,,,,,1.3417E3,0,1.0401E3,2,2,0,0,0,0,0,0,0,0,0,5,1,2,Carbamidomethylation,53140,6-phosphogluconate dehydrogenase  decarboxylating OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=3
1312,1220,Q8TDW0|LRC8C_HUMAN,110.98,5,0,0,0,0,0,0,0,0,1,5,0,3,,,,,,,,,2.3877E2,2.3415E3,,1.8826E3,3,3,0,0,0,0,0,0,0,0,1,5,0,3,Carbamidomethylation; Acetylation (Protein N-term),92449,Volume-regulated anion channel subunit LRRC8C OS=Homo sapiens OX=9606 GN=LRRC8C PE=1 SV=2
1013,1647,Q9NZT1|CALL5_HUMAN,110.61,25,10,10,10,10,10,0,25,25,25,25,10,25,8.0361E2,7.9752E2,8.8097E2,4.608E2,6.8563E2,,1.3593E3,1.3514E3,1.4468E3,1.4524E3,3.8046E2,1.9231E3,2,2,1,2,1,2,2,0,3,2,3,3,1,4,Acetylation (Protein N-term); Deamidation (NQ),15893,Calmodulin-like protein 5 OS=Homo sapiens OX=9606 GN=CALML5 PE=1 SV=2
1078,2051,P14406|CX7A2_HUMAN,110.51,28,28,28,16,16,16,16,16,16,16,16,0,16,2.8146E3,2.2904E3,1.0354E3,7.0368E2,8.117E2,6.3671E2,5.5393E2,0,4.2809E2,1.2154E3,,1.3191E3,2,2,2,4,1,1,2,2,1,1,4,1,0,1,,9396,Cytochrome c oxidase subunit 7A2  mitochondrial OS=Homo sapiens OX=9606 GN=COX7A2 PE=1 SV=1
1402,1801,P40938|RFC3_HUMAN,110.45,7,4,4,0,0,0,0,4,4,7,0,0,0,5.7059E1,1.3798E2,,,,,1.9023E2,0,3.0759E2,,,,2,2,1,1,0,0,0,0,1,2,2,0,0,0,Carbamidomethylation,40556,Replication factor C subunit 3 OS=Homo sapiens OX=9606 GN=RFC3 PE=1 SV=2
949,1648,P63279|UBC9_HUMAN,110.40,15,15,15,15,15,15,15,15,15,15,0,0,0,2.7619E3,2.7015E3,2.9666E3,1.1033E3,1.3135E3,1.5435E3,1.1231E3,1.141E3,1.4143E3,,,,2,2,4,3,3,2,5,4,2,4,2,0,0,0,,18007,SUMO-conjugating enzyme UBC9 OS=Homo sapiens OX=9606 GN=UBE2I PE=1 SV=1
1474,1131,P15170|ERF3A_HUMAN,109.65,7,0,0,0,0,0,0,0,0,0,6,0,4,,,,,,,,,,1.1034E3,,8.73E2,3,3,0,0,0,0,0,0,0,0,0,3,0,2,,55756,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A OS=Homo sapiens OX=9606 GN=GSPT1 PE=1 SV=1
1541,1651,Q7LGA3|HS2ST_HUMAN,109.53,8,0,0,0,0,0,0,0,0,0,4,0,8,,,,,,,,,,5.998E2,,1.0378E3,2,2,0,0,0,0,0,0,0,0,0,1,0,3,Carbamidomethylation,41881,Heparan sulfate 2-O-sulfotransferase 1 OS=Homo sapiens OX=9606 GN=HS2ST1 PE=1 SV=1
1251,2827,Q9Y3B4|SF3B6_HUMAN,109.46,21,0,0,0,0,0,0,21,21,21,0,0,10,,,,,,,1.7519E3,1.5921E3,1.4409E3,,,6.7061E2,2,2,0,0,0,0,0,0,3,4,4,0,0,1,,14585,Splicing factor 3B subunit 6 OS=Homo sapiens OX=9606 GN=SF3B6 PE=1 SV=1
1232,1393,Q15024|EXOS7_HUMAN,109.45,16,5,0,5,10,0,5,0,5,0,6,0,11,1.6123E2,,1.0282E2,0,,0,,3.7902E2,,5.102E2,,5.7789E2,3,3,1,0,2,2,0,1,0,1,0,3,0,3,Carbamidomethylation,31821,Exosome complex component RRP42 OS=Homo sapiens OX=9606 GN=EXOSC7 PE=1 SV=3
1290,987,Q8IWT6|LRC8A_HUMAN,109.22,4,0,0,0,0,0,0,1,3,2,0,0,4,,,,,,,0,1.9328E2,1.0609E2,,,1.4279E3,3,3,0,0,0,0,0,0,1,3,2,0,0,4,Acetylation (Protein N-term),94199,Volume-regulated anion channel subunit LRRC8A OS=Homo sapiens OX=9606 GN=LRRC8A PE=1 SV=1
1144,3234,P58546|MTPN_HUMAN,109.17,23,8,0,0,8,8,23,8,23,8,8,0,8,3.2074E2,,,6.3015E2,5.4304E2,5.4788E2,8.5933E2,1.3411E3,8.9738E2,1.0829E3,,1.1293E3,2,2,1,0,0,1,3,3,1,3,3,1,0,1,Carbamidomethylation; Acetylation (Protein N-term),12895,Myotrophin OS=Homo sapiens OX=9606 GN=MTPN PE=1 SV=2
1034,1707,O15145|ARPC3_HUMAN,109.16,13,13,13,13,13,13,13,13,13,13,6,6,13,2.6426E3,2.5727E3,2.3529E3,3.088E3,2.9122E3,2.746E3,2.0287E3,2.1009E3,2.225E3,1.2927E3,3.5375E2,1.589E3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,,20547,Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens OX=9606 GN=ARPC3 PE=1 SV=3
1045,1316,P36543|VATE1_HUMAN,109.08,11,0,6,6,5,11,11,11,6,11,0,0,6,,3.8723E2,2.4671E2,9.7499E1,5.4063E2,6.7604E2,7.3755E2,7.0198E2,1.0067E3,,,4.9088E2,2,2,0,3,2,1,2,3,3,1,4,0,0,2,,26145,V-type proton ATPase subunit E 1 OS=Homo sapiens OX=9606 GN=ATP6V1E1 PE=1 SV=1
888,2754,Q9NSI2|F207A_HUMAN,109.08,10,10,10,10,10,6,6,6,10,6,6,0,6,1.7468E3,2.1348E3,3.8032E3,1.719E3,1.1062E3,1.1236E3,1.3215E3,1.9845E3,1.3519E3,1.0306E3,,1.0573E3,2,2,3,6,6,5,2,2,1,3,2,3,0,1,,25456,Protein FAM207A OS=Homo sapiens OX=9606 GN=FAM207A PE=1 SV=2
1037,1292,Q9NQT5|EXOS3_HUMAN,108.69,19,5,5,5,5,5,5,5,19,5,5,5,5,6.3021E3,5.8874E3,6.964E3,3.7225E3,3.614E3,3.5587E3,3.2957E3,3.6305E3,3.6757E3,4.1915E3,1.8002E3,5.0859E3,2,2,2,3,1,2,2,2,2,2,2,1,1,2,Acetylation (Protein N-term),29572,Exosome complex component RRP40 OS=Homo sapiens OX=9606 GN=EXOSC3 PE=1 SV=3
1399,982,P51532|SMCA4_HUMAN,108.62,3,0,0,0,0,0,0,0,0,0,3,0,1,,,,,,,,,,1.2215E3,,7.8397E2,4,4,0,0,0,0,0,0,0,0,0,5,0,2,,184644,Transcription activator BRG1 OS=Homo sapiens OX=9606 GN=SMARCA4 PE=1 SV=2
1357,1420,O00592|PODXL_HUMAN,108.60,9,0,0,0,0,0,0,0,0,0,4,2,9,,,,,,,,,,2.2734E3,1.4636E3,2.4924E3,3,3,0,0,0,0,0,0,0,0,0,2,2,4,,58635,Podocalyxin OS=Homo sapiens OX=9606 GN=PODXL PE=1 SV=2
1236,1517,P01024|CO3_HUMAN,108.20,2,0,0,0,1,2,2,0,1,1,1,0,1,,,,4.7369E2,5.3305E2,9.1133E2,,3.7356E2,4.4118E2,6.2128E2,,6.1077E2,2,2,0,0,0,1,3,3,0,1,1,2,0,1,Carbamidomethylation,187147,Complement C3 OS=Homo sapiens OX=9606 GN=C3 PE=1 SV=2
1077,1415,P78346|RPP30_HUMAN,107.92,13,7,7,7,3,3,3,9,3,3,3,0,3,1.0756E3,1.0388E3,8.6812E2,4.2505E2,2.4356E2,2.6489E2,6.9819E2,2.2902E2,2.3585E2,4.7446E2,,3.9852E2,3,3,2,2,2,2,2,1,3,2,1,2,0,1,Carbamidomethylation; Acetylation (Protein N-term),29321,Ribonuclease P protein subunit p30 OS=Homo sapiens OX=9606 GN=RPP30 PE=1 SV=1
1195,1455,P51116|FXR2_HUMAN,107.90,5,1,3,0,3,1,1,1,1,1,3,1,1,,8.3664E2,,2.3486E2,,,,,,6.3184E2,,,3,2,1,2,0,2,1,1,1,1,1,2,1,1,Carbamidomethylation,74223,Fragile X mental retardation syndrome-related protein 2 OS=Homo sapiens OX=9606 GN=FXR2 PE=1 SV=2
